V1	V2	organism
P00430	P23934	Bovine
P00430	P23935	Bovine
P00430	P25708	Bovine
P00430	P25712	Bovine
P00430	P31800	Bovine
P00430	P34942	Bovine
P00430	P34943	Bovine
P00430	P42026	Bovine
P00430	P42028	Bovine
P00430	P42029	Bovine
P00430	P48305	Bovine
P00430	P52505	Bovine
P00430	P68530	Bovine
P00430	Q01321	Bovine
P00430	Q02365	Bovine
P00430	Q02366	Bovine
P00430	Q02367	Bovine
P00430	Q02368	Bovine
P00430	Q02369	Bovine
P00430	Q02370	Bovine
P00430	Q02371	Bovine
P00430	Q02372	Bovine
P00430	Q02373	Bovine
P00430	Q02374	Bovine
P00430	Q02375	Bovine
P00430	Q02376	Bovine
P00430	Q02377	Bovine
P00430	Q02378	Bovine
P00430	Q02379	Bovine
P00430	Q02380	Bovine
P00430	Q02827	Bovine
P00430	Q05752	Bovine
P00430	Q8HXG5	Bovine
P00430	Q8HXG6	Bovine
P00430	Q95KV7	Bovine
P03887	P03892	Bovine
P03887	P03898	Bovine
P03887	P03902	Bovine
P03887	P03910	Bovine
P03887	P03920	Bovine
P03887	P03924	Bovine
P03887	P04038	Bovine
P03887	P04394	Bovine
P03887	P07552	Bovine
P03887	P10175	Bovine
P03887	P13182	Bovine
P03887	P13183	Bovine
P03887	P13184	Bovine
P03887	P13271	Bovine
P03887	P13272	Bovine
P03887	P15690	Bovine
P03887	P17694	Bovine
P03887	P23004	Bovine
P03887	P23709	Bovine
P03887	P23934	Bovine
P03887	P23935	Bovine
P03887	P25708	Bovine
P03887	P25712	Bovine
P03887	P31800	Bovine
P03887	P34942	Bovine
P03887	P34943	Bovine
P03887	P42026	Bovine
P03887	P42028	Bovine
P03887	P42029	Bovine
P03887	P48305	Bovine
P03887	P52505	Bovine
P03887	P68530	Bovine
P03887	Q01321	Bovine
P03887	Q02365	Bovine
P03887	Q02366	Bovine
P03887	Q02367	Bovine
P03887	Q02368	Bovine
P03887	Q02369	Bovine
P03887	Q02370	Bovine
P03887	Q02371	Bovine
P03887	Q02372	Bovine
P03887	Q02373	Bovine
P03887	Q02374	Bovine
P03887	Q02375	Bovine
P03887	Q02376	Bovine
P03887	Q02377	Bovine
P03887	Q02378	Bovine
P03887	Q02379	Bovine
P03887	Q02380	Bovine
P03887	Q02827	Bovine
P03887	Q05752	Bovine
P03887	Q8HXG5	Bovine
P03887	Q8HXG6	Bovine
P03887	Q95KV7	Bovine
P03892	P03898	Bovine
P03892	P03902	Bovine
P03892	P03910	Bovine
P03892	P03920	Bovine
P03892	P03924	Bovine
P03892	P04038	Bovine
P03892	P04394	Bovine
P03892	P07552	Bovine
P03892	P10175	Bovine
P03892	P13182	Bovine
P03892	P13183	Bovine
P03892	P13184	Bovine
P03892	P13271	Bovine
P03892	P13272	Bovine
P03892	P15690	Bovine
P03892	P17694	Bovine
P03892	P23004	Bovine
P03892	P23709	Bovine
P03892	P23934	Bovine
P03892	P23935	Bovine
P03892	P25708	Bovine
P03892	P25712	Bovine
P03892	P31800	Bovine
P03892	P34942	Bovine
P03892	P34943	Bovine
P03892	P42026	Bovine
P03892	P42028	Bovine
P03892	P42029	Bovine
P03892	P48305	Bovine
P03892	P52505	Bovine
P03892	P68530	Bovine
P03892	Q01321	Bovine
P03892	Q02365	Bovine
P03892	Q02366	Bovine
P03892	Q02367	Bovine
P03892	Q02368	Bovine
P03892	Q02369	Bovine
P03892	Q02370	Bovine
P03892	Q02371	Bovine
P03892	Q02372	Bovine
P03892	Q02373	Bovine
P03892	Q02374	Bovine
P03892	Q02375	Bovine
P03892	Q02376	Bovine
P03892	Q02377	Bovine
P03892	Q02378	Bovine
P03892	Q02379	Bovine
P03892	Q02380	Bovine
P03892	Q02827	Bovine
P03892	Q05752	Bovine
P03892	Q8HXG5	Bovine
P03892	Q8HXG6	Bovine
P03892	Q95KV7	Bovine
P03898	P03902	Bovine
P03898	P03910	Bovine
P03898	P03920	Bovine
P03898	P03924	Bovine
P03898	P04038	Bovine
P03898	P04394	Bovine
P03898	P07552	Bovine
P03898	P10175	Bovine
P03898	P13182	Bovine
P03898	P13183	Bovine
P03898	P13184	Bovine
P03898	P13271	Bovine
P03898	P13272	Bovine
P03898	P15690	Bovine
P03898	P17694	Bovine
P03898	P23004	Bovine
P03898	P23709	Bovine
P03898	P23934	Bovine
P03898	P23935	Bovine
P03898	P25708	Bovine
P03898	P25712	Bovine
P03898	P31800	Bovine
P03898	P34942	Bovine
P03898	P34943	Bovine
P03898	P42026	Bovine
P03898	P42028	Bovine
P03898	P42029	Bovine
P03898	P48305	Bovine
P03898	P52505	Bovine
P03898	P68530	Bovine
P03898	Q01321	Bovine
P03898	Q02365	Bovine
P03898	Q02366	Bovine
P03898	Q02367	Bovine
P03898	Q02368	Bovine
P03898	Q02369	Bovine
P03898	Q02370	Bovine
P03898	Q02371	Bovine
P03898	Q02372	Bovine
P03898	Q02373	Bovine
P03898	Q02374	Bovine
P03898	Q02375	Bovine
P03898	Q02376	Bovine
P03898	Q02377	Bovine
P03898	Q02378	Bovine
P03898	Q02379	Bovine
P03898	Q02380	Bovine
P03898	Q02827	Bovine
P03898	Q05752	Bovine
P03898	Q8HXG5	Bovine
P03898	Q8HXG6	Bovine
P03898	Q95KV7	Bovine
P03902	P03910	Bovine
P03902	P03920	Bovine
P03902	P03924	Bovine
P03902	P04038	Bovine
P03902	P04394	Bovine
P03902	P07552	Bovine
P03902	P10175	Bovine
P03902	P13182	Bovine
P03902	P13183	Bovine
P03902	P13184	Bovine
P03902	P13271	Bovine
P03902	P13272	Bovine
P03902	P15690	Bovine
P03902	P17694	Bovine
P03902	P23004	Bovine
P03902	P23709	Bovine
P03902	P23934	Bovine
P03902	P23935	Bovine
P03902	P25708	Bovine
P03902	P25712	Bovine
P03902	P31800	Bovine
P03902	P34942	Bovine
P03902	P34943	Bovine
P03902	P42026	Bovine
P03902	P42028	Bovine
P03902	P42029	Bovine
P03902	P48305	Bovine
P03902	P52505	Bovine
P03902	P68530	Bovine
P03902	Q01321	Bovine
P03902	Q02365	Bovine
P03902	Q02366	Bovine
P03902	Q02367	Bovine
P03902	Q02368	Bovine
P03902	Q02369	Bovine
P03902	Q02370	Bovine
P03902	Q02371	Bovine
P03902	Q02372	Bovine
P03902	Q02373	Bovine
P03902	Q02374	Bovine
P03902	Q02375	Bovine
P03902	Q02376	Bovine
P03902	Q02377	Bovine
P03902	Q02378	Bovine
P03902	Q02379	Bovine
P03902	Q02380	Bovine
P03902	Q02827	Bovine
P03902	Q05752	Bovine
P03902	Q8HXG5	Bovine
P03902	Q8HXG6	Bovine
P03902	Q95KV7	Bovine
P03910	P03920	Bovine
P03910	P03924	Bovine
P03910	P04038	Bovine
P03910	P04394	Bovine
P03910	P07552	Bovine
P03910	P10175	Bovine
P03910	P13182	Bovine
P03910	P13183	Bovine
P03910	P13184	Bovine
P03910	P13271	Bovine
P03910	P13272	Bovine
P03910	P15690	Bovine
P03910	P17694	Bovine
P03910	P23004	Bovine
P03910	P23709	Bovine
P03910	P23934	Bovine
P03910	P23935	Bovine
P03910	P25708	Bovine
P03910	P25712	Bovine
P03910	P31800	Bovine
P03910	P34942	Bovine
P03910	P34943	Bovine
P03910	P42026	Bovine
P03910	P42028	Bovine
P03910	P42029	Bovine
P03910	P48305	Bovine
P03910	P52505	Bovine
P03910	P68530	Bovine
P03910	Q01321	Bovine
P03910	Q02365	Bovine
P03910	Q02366	Bovine
P03910	Q02367	Bovine
P03910	Q02368	Bovine
P03910	Q02369	Bovine
P03910	Q02370	Bovine
P03910	Q02371	Bovine
P03910	Q02372	Bovine
P03910	Q02373	Bovine
P03910	Q02374	Bovine
P03910	Q02375	Bovine
P03910	Q02376	Bovine
P03910	Q02377	Bovine
P03910	Q02378	Bovine
P03910	Q02379	Bovine
P03910	Q02380	Bovine
P03910	Q02827	Bovine
P03910	Q05752	Bovine
P03910	Q8HXG5	Bovine
P03910	Q8HXG6	Bovine
P03910	Q95KV7	Bovine
P03920	P03924	Bovine
P03920	P04038	Bovine
P03920	P04394	Bovine
P03920	P07552	Bovine
P03920	P10175	Bovine
P03920	P13182	Bovine
P03920	P13183	Bovine
P03920	P13184	Bovine
P03920	P13271	Bovine
P03920	P13272	Bovine
P03920	P15690	Bovine
P03920	P17694	Bovine
P03920	P23004	Bovine
P03920	P23709	Bovine
P03920	P23934	Bovine
P03920	P23935	Bovine
P03920	P25708	Bovine
P03920	P25712	Bovine
P03920	P31800	Bovine
P03920	P34942	Bovine
P03920	P34943	Bovine
P03920	P42026	Bovine
P03920	P42028	Bovine
P03920	P42029	Bovine
P03920	P48305	Bovine
P03920	P52505	Bovine
P03920	P68530	Bovine
P03920	Q01321	Bovine
P03920	Q02365	Bovine
P03920	Q02366	Bovine
P03920	Q02367	Bovine
P03920	Q02368	Bovine
P03920	Q02369	Bovine
P03920	Q02370	Bovine
P03920	Q02371	Bovine
P03920	Q02372	Bovine
P03920	Q02373	Bovine
P03920	Q02374	Bovine
P03920	Q02375	Bovine
P03920	Q02376	Bovine
P03920	Q02377	Bovine
P03920	Q02378	Bovine
P03920	Q02379	Bovine
P03920	Q02380	Bovine
P03920	Q02827	Bovine
P03920	Q05752	Bovine
P03920	Q8HXG5	Bovine
P03920	Q8HXG6	Bovine
P03920	Q95KV7	Bovine
P03924	P04038	Bovine
P03924	P04394	Bovine
P03924	P07552	Bovine
P03924	P10175	Bovine
P03924	P13182	Bovine
P03924	P13183	Bovine
P03924	P13184	Bovine
P03924	P13271	Bovine
P03924	P13272	Bovine
P03924	P15690	Bovine
P03924	P17694	Bovine
P03924	P23004	Bovine
P03924	P23709	Bovine
P03924	P23934	Bovine
P03924	P23935	Bovine
P03924	P25708	Bovine
P03924	P25712	Bovine
P03924	P31800	Bovine
P03924	P34942	Bovine
P03924	P34943	Bovine
P03924	P42026	Bovine
P03924	P42028	Bovine
P03924	P42029	Bovine
P03924	P48305	Bovine
P03924	P52505	Bovine
P03924	P68530	Bovine
P03924	Q01321	Bovine
P03924	Q02365	Bovine
P03924	Q02366	Bovine
P03924	Q02367	Bovine
P03924	Q02368	Bovine
P03924	Q02369	Bovine
P03924	Q02370	Bovine
P03924	Q02371	Bovine
P03924	Q02372	Bovine
P03924	Q02373	Bovine
P03924	Q02374	Bovine
P03924	Q02375	Bovine
P03924	Q02376	Bovine
P03924	Q02377	Bovine
P03924	Q02378	Bovine
P03924	Q02379	Bovine
P03924	Q02380	Bovine
P03924	Q02827	Bovine
P03924	Q05752	Bovine
P03924	Q8HXG5	Bovine
P03924	Q8HXG6	Bovine
P03924	Q95KV7	Bovine
P04038	P04394	Bovine
P04038	P07552	Bovine
P04038	P10175	Bovine
P04038	P13182	Bovine
P04038	P13183	Bovine
P04038	P13184	Bovine
P04038	P13271	Bovine
P04038	P13272	Bovine
P04038	P15690	Bovine
P04038	P17694	Bovine
P04038	P23004	Bovine
P04038	P23709	Bovine
P04038	P23934	Bovine
P04038	P23935	Bovine
P04038	P25708	Bovine
P04038	P25712	Bovine
P04038	P31800	Bovine
P04038	P34942	Bovine
P04038	P34943	Bovine
P04038	P42026	Bovine
P04038	P42028	Bovine
P04038	P42029	Bovine
P04038	P48305	Bovine
P04038	P52505	Bovine
P04038	P68530	Bovine
P04038	Q01321	Bovine
P04038	Q02365	Bovine
P04038	Q02366	Bovine
P04038	Q02367	Bovine
P04038	Q02368	Bovine
P04038	Q02369	Bovine
P04038	Q02370	Bovine
P04038	Q02371	Bovine
P04038	Q02372	Bovine
P04038	Q02373	Bovine
P04038	Q02374	Bovine
P04038	Q02375	Bovine
P04038	Q02376	Bovine
P04038	Q02377	Bovine
P04038	Q02378	Bovine
P04038	Q02379	Bovine
P04038	Q02380	Bovine
P04038	Q02827	Bovine
P04038	Q05752	Bovine
P04038	Q8HXG5	Bovine
P04038	Q8HXG6	Bovine
P04038	Q95KV7	Bovine
P04394	P07552	Bovine
P04394	P10175	Bovine
P04394	P13182	Bovine
P04394	P13183	Bovine
P04394	P13184	Bovine
P04394	P13271	Bovine
P04394	P13272	Bovine
P04394	P15690	Bovine
P04394	P17694	Bovine
P04394	P23004	Bovine
P04394	P23709	Bovine
P04394	P23934	Bovine
P04394	P23935	Bovine
P04394	P25708	Bovine
P04394	P25712	Bovine
P04394	P31800	Bovine
P04394	P34942	Bovine
P04394	P34943	Bovine
P04394	P42026	Bovine
P04394	P42028	Bovine
P04394	P42029	Bovine
P04394	P48305	Bovine
P04394	P52505	Bovine
P04394	P68530	Bovine
P04394	Q01321	Bovine
P04394	Q02365	Bovine
P04394	Q02366	Bovine
P04394	Q02367	Bovine
P04394	Q02368	Bovine
P04394	Q02369	Bovine
P04394	Q02370	Bovine
P04394	Q02371	Bovine
P04394	Q02372	Bovine
P04394	Q02373	Bovine
P04394	Q02374	Bovine
P04394	Q02375	Bovine
P04394	Q02376	Bovine
P04394	Q02377	Bovine
P04394	Q02378	Bovine
P04394	Q02379	Bovine
P04394	Q02380	Bovine
P04394	Q02827	Bovine
P04394	Q05752	Bovine
P04394	Q8HXG5	Bovine
P04394	Q8HXG6	Bovine
P04394	Q95KV7	Bovine
P07552	P10175	Bovine
P07552	P13182	Bovine
P07552	P13183	Bovine
P07552	P13184	Bovine
P07552	P13271	Bovine
P07552	P13272	Bovine
P07552	P15690	Bovine
P07552	P17694	Bovine
P07552	P23004	Bovine
P07552	P23709	Bovine
P07552	P23934	Bovine
P07552	P23935	Bovine
P07552	P25708	Bovine
P07552	P25712	Bovine
P07552	P31800	Bovine
P07552	P34942	Bovine
P07552	P34943	Bovine
P07552	P42026	Bovine
P07552	P42028	Bovine
P07552	P42029	Bovine
P07552	P48305	Bovine
P07552	P52505	Bovine
P07552	P68530	Bovine
P07552	Q01321	Bovine
P07552	Q02365	Bovine
P07552	Q02366	Bovine
P07552	Q02367	Bovine
P07552	Q02368	Bovine
P07552	Q02369	Bovine
P07552	Q02370	Bovine
P07552	Q02371	Bovine
P07552	Q02372	Bovine
P07552	Q02373	Bovine
P07552	Q02374	Bovine
P07552	Q02375	Bovine
P07552	Q02376	Bovine
P07552	Q02377	Bovine
P07552	Q02378	Bovine
P07552	Q02379	Bovine
P07552	Q02380	Bovine
P07552	Q02827	Bovine
P07552	Q05752	Bovine
P07552	Q8HXG5	Bovine
P07552	Q8HXG6	Bovine
P07552	Q95KV7	Bovine
P10175	P13182	Bovine
P10175	P13183	Bovine
P10175	P13184	Bovine
P10175	P13271	Bovine
P10175	P13272	Bovine
P10175	P15690	Bovine
P10175	P17694	Bovine
P10175	P23004	Bovine
P10175	P23709	Bovine
P10175	P23934	Bovine
P10175	P23935	Bovine
P10175	P25708	Bovine
P10175	P25712	Bovine
P10175	P31800	Bovine
P10175	P34942	Bovine
P10175	P34943	Bovine
P10175	P42026	Bovine
P10175	P42028	Bovine
P10175	P42029	Bovine
P10175	P48305	Bovine
P10175	P52505	Bovine
P10175	P68530	Bovine
P10175	Q01321	Bovine
P10175	Q02365	Bovine
P10175	Q02366	Bovine
P10175	Q02367	Bovine
P10175	Q02368	Bovine
P10175	Q02369	Bovine
P10175	Q02370	Bovine
P10175	Q02371	Bovine
P10175	Q02372	Bovine
P10175	Q02373	Bovine
P10175	Q02374	Bovine
P10175	Q02375	Bovine
P10175	Q02376	Bovine
P10175	Q02377	Bovine
P10175	Q02378	Bovine
P10175	Q02379	Bovine
P10175	Q02380	Bovine
P10175	Q02827	Bovine
P10175	Q05752	Bovine
P10175	Q8HXG5	Bovine
P10175	Q8HXG6	Bovine
P10175	Q95KV7	Bovine
P13182	P13183	Bovine
P13182	P13184	Bovine
P13182	P13271	Bovine
P13182	P13272	Bovine
P13182	P15690	Bovine
P13182	P17694	Bovine
P13182	P23004	Bovine
P13182	P23709	Bovine
P13182	P23934	Bovine
P13182	P23935	Bovine
P13182	P25708	Bovine
P13182	P25712	Bovine
P13182	P31800	Bovine
P13182	P34942	Bovine
P13182	P34943	Bovine
P13182	P42026	Bovine
P13182	P42028	Bovine
P13182	P42029	Bovine
P13182	P48305	Bovine
P13182	P52505	Bovine
P13182	P68530	Bovine
P13182	Q01321	Bovine
P13182	Q02365	Bovine
P13182	Q02366	Bovine
P13182	Q02367	Bovine
P13182	Q02368	Bovine
P13182	Q02369	Bovine
P13182	Q02370	Bovine
P13182	Q02371	Bovine
P13182	Q02372	Bovine
P13182	Q02373	Bovine
P13182	Q02374	Bovine
P13182	Q02375	Bovine
P13182	Q02376	Bovine
P13182	Q02377	Bovine
P13182	Q02378	Bovine
P13182	Q02379	Bovine
P13182	Q02380	Bovine
P13182	Q02827	Bovine
P13182	Q05752	Bovine
P13182	Q8HXG5	Bovine
P13182	Q8HXG6	Bovine
P13182	Q95KV7	Bovine
P13183	P13184	Bovine
P13183	P13271	Bovine
P13183	P13272	Bovine
P13183	P15690	Bovine
P13183	P17694	Bovine
P13183	P23004	Bovine
P13183	P23709	Bovine
P13183	P23934	Bovine
P13183	P23935	Bovine
P13183	P25708	Bovine
P13183	P25712	Bovine
P13183	P31800	Bovine
P13183	P34942	Bovine
P13183	P34943	Bovine
P13183	P42026	Bovine
P13183	P42028	Bovine
P13183	P42029	Bovine
P13183	P48305	Bovine
P13183	P52505	Bovine
P13183	P68530	Bovine
P13183	Q01321	Bovine
P13183	Q02365	Bovine
P13183	Q02366	Bovine
P13183	Q02367	Bovine
P13183	Q02368	Bovine
P13183	Q02369	Bovine
P13183	Q02370	Bovine
P13183	Q02371	Bovine
P13183	Q02372	Bovine
P13183	Q02373	Bovine
P13183	Q02374	Bovine
P13183	Q02375	Bovine
P13183	Q02376	Bovine
P13183	Q02377	Bovine
P13183	Q02378	Bovine
P13183	Q02379	Bovine
P13183	Q02380	Bovine
P13183	Q02827	Bovine
P13183	Q05752	Bovine
P13183	Q8HXG5	Bovine
P13183	Q8HXG6	Bovine
P13183	Q95KV7	Bovine
P13184	P13271	Bovine
P13184	P13272	Bovine
P13184	P15690	Bovine
P13184	P17694	Bovine
P13184	P23004	Bovine
P13184	P23709	Bovine
P13184	P23934	Bovine
P13184	P23935	Bovine
P13184	P25708	Bovine
P13184	P25712	Bovine
P13184	P31800	Bovine
P13184	P34942	Bovine
P13184	P34943	Bovine
P13184	P42026	Bovine
P13184	P42028	Bovine
P13184	P42029	Bovine
P13184	P48305	Bovine
P13184	P52505	Bovine
P13184	P68530	Bovine
P13184	Q01321	Bovine
P13184	Q02365	Bovine
P13184	Q02366	Bovine
P13184	Q02367	Bovine
P13184	Q02368	Bovine
P13184	Q02369	Bovine
P13184	Q02370	Bovine
P13184	Q02371	Bovine
P13184	Q02372	Bovine
P13184	Q02373	Bovine
P13184	Q02374	Bovine
P13184	Q02375	Bovine
P13184	Q02376	Bovine
P13184	Q02377	Bovine
P13184	Q02378	Bovine
P13184	Q02379	Bovine
P13184	Q02380	Bovine
P13184	Q02827	Bovine
P13184	Q05752	Bovine
P13184	Q8HXG5	Bovine
P13184	Q8HXG6	Bovine
P13184	Q95KV7	Bovine
P13271	P13272	Bovine
P13271	P15690	Bovine
P13271	P17694	Bovine
P13271	P23004	Bovine
P13271	P23709	Bovine
P13271	P23934	Bovine
P13271	P23935	Bovine
P13271	P25708	Bovine
P13271	P25712	Bovine
P13271	P31800	Bovine
P13271	P34942	Bovine
P13271	P34943	Bovine
P13271	P42026	Bovine
P13271	P42028	Bovine
P13271	P42029	Bovine
P13271	P48305	Bovine
P13271	P52505	Bovine
P13271	P68530	Bovine
P13271	Q01321	Bovine
P13271	Q02365	Bovine
P13271	Q02366	Bovine
P13271	Q02367	Bovine
P13271	Q02368	Bovine
P13271	Q02369	Bovine
P13271	Q02370	Bovine
P13271	Q02371	Bovine
P13271	Q02372	Bovine
P13271	Q02373	Bovine
P13271	Q02374	Bovine
P13271	Q02375	Bovine
P13271	Q02376	Bovine
P13271	Q02377	Bovine
P13271	Q02378	Bovine
P13271	Q02379	Bovine
P13271	Q02380	Bovine
P13271	Q02827	Bovine
P13271	Q05752	Bovine
P13271	Q8HXG5	Bovine
P13271	Q8HXG6	Bovine
P13271	Q95KV7	Bovine
P13272	P15690	Bovine
P13272	P17694	Bovine
P13272	P23004	Bovine
P13272	P23709	Bovine
P13272	P23934	Bovine
P13272	P23935	Bovine
P13272	P25708	Bovine
P13272	P25712	Bovine
P13272	P31800	Bovine
P13272	P34942	Bovine
P13272	P34943	Bovine
P13272	P42026	Bovine
P13272	P42028	Bovine
P13272	P42029	Bovine
P13272	P48305	Bovine
P13272	P52505	Bovine
P13272	P68530	Bovine
P13272	Q01321	Bovine
P13272	Q02365	Bovine
P13272	Q02366	Bovine
P13272	Q02367	Bovine
P13272	Q02368	Bovine
P13272	Q02369	Bovine
P13272	Q02370	Bovine
P13272	Q02371	Bovine
P13272	Q02372	Bovine
P13272	Q02373	Bovine
P13272	Q02374	Bovine
P13272	Q02375	Bovine
P13272	Q02376	Bovine
P13272	Q02377	Bovine
P13272	Q02378	Bovine
P13272	Q02379	Bovine
P13272	Q02380	Bovine
P13272	Q02827	Bovine
P13272	Q05752	Bovine
P13272	Q8HXG5	Bovine
P13272	Q8HXG6	Bovine
P13272	Q95KV7	Bovine
P15690	P17694	Bovine
P15690	P23004	Bovine
P15690	P23709	Bovine
P15690	P23934	Bovine
P15690	P23935	Bovine
P15690	P25708	Bovine
P15690	P25712	Bovine
P15690	P31800	Bovine
P15690	P34942	Bovine
P15690	P34943	Bovine
P15690	P42026	Bovine
P15690	P42028	Bovine
P15690	P42029	Bovine
P15690	P48305	Bovine
P15690	P52505	Bovine
P15690	P68530	Bovine
P15690	Q01321	Bovine
P15690	Q02365	Bovine
P15690	Q02366	Bovine
P15690	Q02367	Bovine
P15690	Q02368	Bovine
P15690	Q02369	Bovine
P15690	Q02370	Bovine
P15690	Q02371	Bovine
P15690	Q02372	Bovine
P15690	Q02373	Bovine
P15690	Q02374	Bovine
P15690	Q02375	Bovine
P15690	Q02376	Bovine
P15690	Q02377	Bovine
P15690	Q02378	Bovine
P15690	Q02379	Bovine
P15690	Q02380	Bovine
P15690	Q02827	Bovine
P15690	Q05752	Bovine
P15690	Q8HXG5	Bovine
P15690	Q8HXG6	Bovine
P15690	Q95KV7	Bovine
P17694	P23004	Bovine
P17694	P23709	Bovine
P17694	P23934	Bovine
P17694	P23935	Bovine
P17694	P25708	Bovine
P17694	P25712	Bovine
P17694	P31800	Bovine
P17694	P34942	Bovine
P17694	P34943	Bovine
P17694	P42026	Bovine
P17694	P42028	Bovine
P17694	P42029	Bovine
P17694	P48305	Bovine
P17694	P52505	Bovine
P17694	P68530	Bovine
P17694	Q01321	Bovine
P17694	Q02365	Bovine
P17694	Q02366	Bovine
P17694	Q02367	Bovine
P17694	Q02368	Bovine
P17694	Q02369	Bovine
P17694	Q02370	Bovine
P17694	Q02371	Bovine
P17694	Q02372	Bovine
P17694	Q02373	Bovine
P17694	Q02374	Bovine
P17694	Q02375	Bovine
P17694	Q02376	Bovine
P17694	Q02377	Bovine
P17694	Q02378	Bovine
P17694	Q02379	Bovine
P17694	Q02380	Bovine
P17694	Q02827	Bovine
P17694	Q05752	Bovine
P17694	Q8HXG5	Bovine
P17694	Q8HXG6	Bovine
P17694	Q95KV7	Bovine
P23004	P23709	Bovine
P23004	P23934	Bovine
P23004	P23935	Bovine
P23004	P25708	Bovine
P23004	P25712	Bovine
P23004	P31800	Bovine
P23004	P34942	Bovine
P23004	P34943	Bovine
P23004	P42026	Bovine
P23004	P42028	Bovine
P23004	P42029	Bovine
P23004	P48305	Bovine
P23004	P52505	Bovine
P23004	P68530	Bovine
P23004	Q01321	Bovine
P23004	Q02365	Bovine
P23004	Q02366	Bovine
P23004	Q02367	Bovine
P23004	Q02368	Bovine
P23004	Q02369	Bovine
P23004	Q02370	Bovine
P23004	Q02371	Bovine
P23004	Q02372	Bovine
P23004	Q02373	Bovine
P23004	Q02374	Bovine
P23004	Q02375	Bovine
P23004	Q02376	Bovine
P23004	Q02377	Bovine
P23004	Q02378	Bovine
P23004	Q02379	Bovine
P23004	Q02380	Bovine
P23004	Q02827	Bovine
P23004	Q05752	Bovine
P23004	Q8HXG5	Bovine
P23004	Q8HXG6	Bovine
P23004	Q95KV7	Bovine
P23709	P23934	Bovine
P23709	P23935	Bovine
P23709	P25708	Bovine
P23709	P25712	Bovine
P23709	P31800	Bovine
P23709	P34942	Bovine
P23709	P34943	Bovine
P23709	P42026	Bovine
P23709	P42028	Bovine
P23709	P42029	Bovine
P23709	P48305	Bovine
P23709	P52505	Bovine
P23709	P68530	Bovine
P23709	Q01321	Bovine
P23709	Q02365	Bovine
P23709	Q02366	Bovine
P23709	Q02367	Bovine
P23709	Q02368	Bovine
P23709	Q02369	Bovine
P23709	Q02370	Bovine
P23709	Q02371	Bovine
P23709	Q02372	Bovine
P23709	Q02373	Bovine
P23709	Q02374	Bovine
P23709	Q02375	Bovine
P23709	Q02376	Bovine
P23709	Q02377	Bovine
P23709	Q02378	Bovine
P23709	Q02379	Bovine
P23709	Q02380	Bovine
P23709	Q02827	Bovine
P23709	Q05752	Bovine
P23709	Q8HXG5	Bovine
P23709	Q8HXG6	Bovine
P23709	Q95KV7	Bovine
P23934	P23935	Bovine
P23934	P25708	Bovine
P23934	P25712	Bovine
P23934	P31800	Bovine
P23934	P34942	Bovine
P23934	P34943	Bovine
P23934	P42026	Bovine
P23934	P42028	Bovine
P23934	P42029	Bovine
P23934	P48305	Bovine
P23934	P52505	Bovine
P23934	P68530	Bovine
P23934	Q01321	Bovine
P23934	Q02365	Bovine
P23934	Q02366	Bovine
P23934	Q02367	Bovine
P23934	Q02368	Bovine
P23934	Q02369	Bovine
P23934	Q02370	Bovine
P23934	Q02371	Bovine
P23934	Q02372	Bovine
P23934	Q02373	Bovine
P23934	Q02374	Bovine
P23934	Q02375	Bovine
P23934	Q02376	Bovine
P23934	Q02377	Bovine
P23934	Q02378	Bovine
P23934	Q02379	Bovine
P23934	Q02380	Bovine
P23934	Q02827	Bovine
P23934	Q05752	Bovine
P23934	Q8HXG5	Bovine
P23934	Q8HXG6	Bovine
P23934	Q95KV7	Bovine
P23935	P25708	Bovine
P23935	P25712	Bovine
P23935	P31800	Bovine
P23935	P34942	Bovine
P23935	P34943	Bovine
P23935	P42026	Bovine
P23935	P42028	Bovine
P23935	P42029	Bovine
P23935	P48305	Bovine
P23935	P52505	Bovine
P23935	P68530	Bovine
P23935	Q01321	Bovine
P23935	Q02365	Bovine
P23935	Q02366	Bovine
P23935	Q02367	Bovine
P23935	Q02368	Bovine
P23935	Q02369	Bovine
P23935	Q02370	Bovine
P23935	Q02371	Bovine
P23935	Q02372	Bovine
P23935	Q02373	Bovine
P23935	Q02374	Bovine
P23935	Q02375	Bovine
P23935	Q02376	Bovine
P23935	Q02377	Bovine
P23935	Q02378	Bovine
P23935	Q02379	Bovine
P23935	Q02380	Bovine
P23935	Q02827	Bovine
P23935	Q05752	Bovine
P23935	Q8HXG5	Bovine
P23935	Q8HXG6	Bovine
P23935	Q95KV7	Bovine
P25708	P25712	Bovine
P25708	P31800	Bovine
P25708	P34942	Bovine
P25708	P34943	Bovine
P25708	P42026	Bovine
P25708	P42028	Bovine
P25708	P42029	Bovine
P25708	P48305	Bovine
P25708	P52505	Bovine
P25708	P68530	Bovine
P25708	Q01321	Bovine
P25708	Q02365	Bovine
P25708	Q02366	Bovine
P25708	Q02367	Bovine
P25708	Q02368	Bovine
P25708	Q02369	Bovine
P25708	Q02370	Bovine
P25708	Q02371	Bovine
P25708	Q02372	Bovine
P25708	Q02373	Bovine
P25708	Q02374	Bovine
P25708	Q02375	Bovine
P25708	Q02376	Bovine
P25708	Q02377	Bovine
P25708	Q02378	Bovine
P25708	Q02379	Bovine
P25708	Q02380	Bovine
P25708	Q02827	Bovine
P25708	Q05752	Bovine
