V1	V2	organism
Q9NZN8	Q9ULM6	Human
Q9UIV1	Q9UKZ1	Human
Q9UIV1	Q9ULM6	Human
Q9UKZ1	Q9ULM6	Human
P50151	P63092	Human
P50151	Q9HAV0	Human
P63092	Q9HAV0	Human
O14775	P50151	Human
O14775	P63092	Human
P50151	P63092	Human
P61952	P62873	Human
P61952	P63092	Human
P62873	P63092	Human
Q00266	Q9NZL9-	Human
O14925	O60220	Human
O14925	Q9Y5L4	Human
O60220	Q9Y5L4	Human
P61952	P62879	Human
P61952	P63092	Human
P62879	P63092	Human
P16520	P61952	Human
P16520	P63092	Human
P61952	P63092	Human
P61952	P63092	Human
P61952	Q9HAV0	Human
P63092	Q9HAV0	Human
O14775	P61952	Human
O14775	P63092	Human
P61952	P63092	Human
P62873	P63092	Human
P62873	Q9UBI6	Human
P63092	Q9UBI6	Human
P62879	P63092	Human
P62879	Q9UBI6	Human
P63092	Q9UBI6	Human
P16520	P63092	Human
P16520	Q9UBI6	Human
P63092	Q9UBI6	Human
P63092	Q9HAV0	Human
P63092	Q9UBI6	Human
Q9HAV0	Q9UBI6	Human
O14775	P63092	Human
O14775	Q9UBI6	Human
P63092	Q9UBI6	Human
P62873	P63092	Human
P62873	Q9P2W3	Human
P63092	Q9P2W3	Human
P62879	P63092	Human
P62879	Q9P2W3	Human
P63092	Q9P2W3	Human
P16520	P63092	Human
P16520	Q9P2W3	Human
P63092	Q9P2W3	Human
P63092	Q9HAV0	Human
P63092	Q9P2W3	Human
Q9HAV0	Q9P2W3	Human
O14775	P63092	Human
O14775	Q9P2W3	Human
P63092	Q9P2W3	Human
A5YKK6	O75175	Human
A5YKK6	Q92600	Human
A5YKK6	Q96LI5	Human
A5YKK6	Q9C0C2	Human
A5YKK6	Q9H9A5	Human
A5YKK6	Q9NZN8	Human
A5YKK6	Q9UIV1	Human
A5YKK6	Q9UKZ1	Human
O75175	Q92600	Human
O75175	Q96LI5	Human
O75175	Q9C0C2	Human
O75175	Q9H9A5	Human
O75175	Q9NZN8	Human
O75175	Q9UIV1	Human
O75175	Q9UKZ1	Human
Q92600	Q96LI5	Human
Q92600	Q9C0C2	Human
Q92600	Q9H9A5	Human
Q92600	Q9NZN8	Human
Q92600	Q9UIV1	Human
Q92600	Q9UKZ1	Human
Q96LI5	Q9C0C2	Human
Q96LI5	Q9H9A5	Human
Q96LI5	Q9NZN8	Human
Q96LI5	Q9UIV1	Human
Q96LI5	Q9UKZ1	Human
Q9C0C2	Q9H9A5	Human
Q9C0C2	Q9NZN8	Human
Q9C0C2	Q9UIV1	Human
Q9C0C2	Q9UKZ1	Human
Q9H9A5	Q9NZN8	Human
Q9H9A5	Q9UIV1	Human
Q9H9A5	Q9UKZ1	Human
Q9NZN8	Q9UIV1	Human
Q9NZN8	Q9UKZ1	Human
Q9UIV1	Q9UKZ1	Human
A5YKK6	O75175	Human
A5YKK6	Q92600	Human
A5YKK6	Q9C0C2	Human
A5YKK6	Q9H9A5	Human
A5YKK6	Q9NZN8	Human
A5YKK6	Q9UFF9	Human
A5YKK6	Q9UKZ1	Human
A5YKK6	Q9ULM6	Human
O75175	Q92600	Human
O75175	Q9C0C2	Human
O75175	Q9H9A5	Human
O75175	Q9NZN8	Human
O75175	Q9UFF9	Human
O75175	Q9UKZ1	Human
O75175	Q9ULM6	Human
Q92600	Q9C0C2	Human
Q92600	Q9H9A5	Human
Q92600	Q9NZN8	Human
Q92600	Q9UFF9	Human
Q92600	Q9UKZ1	Human
Q92600	Q9ULM6	Human
Q9C0C2	Q9H9A5	Human
Q9C0C2	Q9NZN8	Human
Q9C0C2	Q9UFF9	Human
Q9C0C2	Q9UKZ1	Human
Q9C0C2	Q9ULM6	Human
Q9H9A5	Q9NZN8	Human
Q9H9A5	Q9UFF9	Human
Q9H9A5	Q9UKZ1	Human
Q9H9A5	Q9ULM6	Human
Q9NZN8	Q9UFF9	Human
Q9NZN8	Q9UKZ1	Human
Q9NZN8	Q9ULM6	Human
Q9UFF9	Q9UKZ1	Human
Q9UFF9	Q9ULM6	Human
Q9UKZ1	Q9ULM6	Human
A5YKK6	O75175	Human
A5YKK6	Q92600	Human
A5YKK6	Q96LI5	Human
A5YKK6	Q9C0C2	Human
A5YKK6	Q9H9A5	Human
A5YKK6	Q9NZN8	Human
A5YKK6	Q9UFF9	Human
A5YKK6	Q9UKZ1	Human
O75175	Q92600	Human
O75175	Q96LI5	Human
O75175	Q9C0C2	Human
O75175	Q9H9A5	Human
O75175	Q9NZN8	Human
O75175	Q9UFF9	Human
O75175	Q9UKZ1	Human
Q92600	Q96LI5	Human
Q92600	Q9C0C2	Human
Q92600	Q9H9A5	Human
Q92600	Q9NZN8	Human
Q92600	Q9UFF9	Human
Q92600	Q9UKZ1	Human
Q96LI5	Q9C0C2	Human
Q96LI5	Q9H9A5	Human
Q96LI5	Q9NZN8	Human
Q96LI5	Q9UFF9	Human
Q96LI5	Q9UKZ1	Human
Q9C0C2	Q9H9A5	Human
Q9C0C2	Q9NZN8	Human
Q9C0C2	Q9UFF9	Human
Q9C0C2	Q9UKZ1	Human
Q9H9A5	Q9NZN8	Human
Q9H9A5	Q9UFF9	Human
Q9H9A5	Q9UKZ1	Human
Q9NZN8	Q9UFF9	Human
Q9NZN8	Q9UKZ1	Human
Q9UFF9	Q9UKZ1	Human
P12956	P13010	Human
P12956	P78527	Human
P12956	Q96EV8	Human
P13010	P78527	Human
P13010	Q96EV8	Human
P78527	Q96EV8	Human
Q9H6R6	Q9Y6D0	Human
Q68DK7	Q8N5Y2	Human
Q68DK7	Q9H7Z6	Human
Q68DK7	Q9HCI7	Human
Q8N5Y2	Q9H7Z6	Human
Q8N5Y2	Q9HCI7	Human
Q9H7Z6	Q9HCI7	Human
O15294	P51610	Human
O15294	P61964	Human
O15294	Q7Z3B3	Human
O15294	Q96EZ8	Human
O15294	Q9BVI0	Human
O15294	Q9H7Z6	Human
O15294	Q9H9L4	Human
O15294	Q9P2N6	Human
P51610	P61964	Human
P51610	Q7Z3B3	Human
P51610	Q96EZ8	Human
P51610	Q9BVI0	Human
P51610	Q9H7Z6	Human
P51610	Q9H9L4	Human
P51610	Q9P2N6	Human
P61964	Q7Z3B3	Human
P61964	Q96EZ8	Human
P61964	Q9BVI0	Human
P61964	Q9H7Z6	Human
P61964	Q9H9L4	Human
P61964	Q9P2N6	Human
Q7Z3B3	Q96EZ8	Human
Q7Z3B3	Q9BVI0	Human
Q7Z3B3	Q9H7Z6	Human
Q7Z3B3	Q9H9L4	Human
Q7Z3B3	Q9P2N6	Human
Q96EZ8	Q9BVI0	Human
Q96EZ8	Q9H7Z6	Human
Q96EZ8	Q9H9L4	Human
Q96EZ8	Q9P2N6	Human
Q9BVI0	Q9H7Z6	Human
Q9BVI0	Q9H9L4	Human
Q9BVI0	Q9P2N6	Human
Q9H7Z6	Q9H9L4	Human
Q9H7Z6	Q9P2N6	Human
Q9H9L4	Q9P2N6	Human
P18074	Q96T76	Human
Q96T76	Q9Y3D0	Human
P51610	Q96EK4	Human
O94776	Q14839	Human
O94776	Q15672	Human
O94776	Q16576	Human
O94776	Q92769	Human
Q14839	Q15672	Human
Q14839	Q16576	Human
Q14839	Q92769	Human
Q15672	Q16576	Human
Q15672	Q92769	Human
Q16576	Q92769	Human
P46938	P51448	Mouse
P46938	P54254	Mouse
P51448	P54254	Mouse
P15208	P35569	Mouse
P15208	Q9JKF1	Mouse
P35569	Q9JKF1	Mouse
P04177	P14173	Rat
P04177	Q01827	Rat
P14173	Q01827	Rat
P04177	Q01818	Rat
P04177	Q01827	Rat
Q01818	Q01827	Rat
P23204	Q91XE9	Mouse
P23204	Q923E4	Mouse
Q91XE9	Q923E4	Mouse
Q7TSP2	Q9JLT0	Rat
F1LRS8	Q9R044	Rat
F1LRS8	Q9WVC0	Rat
Q9R044	Q9WVC0	Rat
O14490	Q96QB1	Human
O14490	Q9Y4I1	Human
Q96QB1	Q9Y4I1	Human
O14490	P78352	Human
O14490	Q96FJ2	Human
P78352	Q96FJ2	Human
P14416	Q9NRI5	Human
P54253	Q96RK0	Human
O55042	O88485	Mouse
P23708	P53566	Mouse
P36544	Q05586	Human
P36544	Q12879	Human
P37840	Q13509	Human
Q96KN7	Q9P0W8	Human
O14965	P01112	Human
O14965	P04049	Human
P01112	P04049	Human
B2RUJ5	B8QI33	Mouse
B2RUJ5	O70589	Mouse
B2RUJ5	P0DI97	Mouse
B8QI33	O70589	Mouse
B8QI33	P0DI97	Mouse
O70589	P0DI97	Mouse
O09106	O35129	Mouse
O09106	Q00915	Mouse
O09106	Q6ZPV2	Mouse
O09106	Q6ZQ88	Mouse
O09106	Q8C092	Mouse
O35129	Q00915	Mouse
O35129	Q6ZPV2	Mouse
O35129	Q6ZQ88	Mouse
O35129	Q8C092	Mouse
Q00915	Q6ZPV2	Mouse
Q00915	Q6ZQ88	Mouse
Q00915	Q8C092	Mouse
Q6ZPV2	Q6ZQ88	Mouse
Q6ZPV2	Q8C092	Mouse
Q6ZQ88	Q8C092	Mouse
P07355	P08183	Human
P07355	P12931	Human
P07355	P63244	Human
P08183	P12931	Human
P08183	P63244	Human
P12931	P63244	Human
P03372	Q00987	Human
O15151	P03372	Human
O15344	P67775	Human
O15344	P78318	Human
P67775	P78318	Human
O95696	Q8WYB5	Human
O95696	Q8WYH8	Human
O95696	Q92794	Human
O95696	Q9HAF1	Human
Q8WYB5	Q8WYH8	Human
Q8WYB5	Q92794	Human
Q8WYB5	Q9HAF1	Human
Q8WYH8	Q92794	Human
Q8WYH8	Q9HAF1	Human
Q92794	Q9HAF1	Human
Q8WYB5	Q8WYH8	Human
Q8WYB5	Q92794	Human
Q8WYB5	Q9HAF1	Human
Q8WYB5	Q9ULD4	Human
Q8WYH8	Q92794	Human
Q8WYH8	Q9HAF1	Human
Q8WYH8	Q9ULD4	Human
Q92794	Q9HAF1	Human
Q92794	Q9ULD4	Human
Q9HAF1	Q9ULD4	Human
O95251	Q8WYH8	Human
O95251	Q9HAF1	Human
O95251	Q9NQC1	Human
Q8WYH8	Q9HAF1	Human
Q8WYH8	Q9NQC1	Human
Q9HAF1	Q9NQC1	Human
O95251	Q8WYH8	Human
O95251	Q92613	Human
O95251	Q9HAF1	Human
Q8WYH8	Q92613	Human
Q8WYH8	Q9HAF1	Human
Q92613	Q9HAF1	Human
P08183	P48307	Human
P08183	Q969Q6	Human
P48307	Q969Q6	Human
P00520	Q4JIM5	Mouse
P00520	Q64010	Mouse
P00520	Q9Z2R6	Mouse
Q4JIM5	Q64010	Mouse
Q4JIM5	Q9Z2R6	Mouse
Q64010	Q9Z2R6	Mouse
P00336	P00339	Pig
P51610	P52747	Human
P51610	Q96EK4	Human
P52747	Q96EK4	Human
P51610	Q96EK4	Human
P25911	P49710	Mouse
P25911	Q91WK7	Mouse
P49710	Q91WK7	Mouse
P40939	P55084	Human
Q9H221	Q9H222	Human
O54885	Q9QUJ0	Mouse
O54885	Q9R007	Mouse
Q9QUJ0	Q9R007	Mouse
P05026	P55087	Human
P05026	P78508	Human
P05026	Q15049	Human
P05026	Q9HBA0	Human
P05026	Q9NSN8	Human
P55087	P78508	Human
P55087	Q15049	Human
P55087	Q9HBA0	Human
P55087	Q9NSN8	Human
P78508	Q15049	Human
P78508	Q9HBA0	Human
P78508	Q9NSN8	Human
Q15049	Q9HBA0	Human
Q15049	Q9NSN8	Human
Q9HBA0	Q9NSN8	Human
P16083	P31749	Human
P09622	P36957	Human
P09622	Q02218	Human
P09622	Q92830	Human
P36957	Q02218	Human
P36957	Q92830	Human
Q02218	Q92830	Human
P05026	P55087	Human
P05026	P78508	Human
P05026	Q14CZ8	Human
P05026	Q15049	Human
P05026	Q9HBA0	Human
P55087	P78508	Human
P55087	Q14CZ8	Human
P55087	Q15049	Human
P55087	Q9HBA0	Human
P78508	Q14CZ8	Human
P78508	Q15049	Human
P78508	Q9HBA0	Human
Q14CZ8	Q15049	Human
Q14CZ8	Q9HBA0	Human
Q15049	Q9HBA0	Human
P0DMV8	Q00610	Human
P0DMV8	Q15751	Human
Q00610	Q15751	Human
O00327	Q99743	Human
O00327	O15516	Human
O00327	Q16665	Human
O00327	Q99814	Human
P10415	Q8N5K1	Human
P15169	P22792	Human
O08539	P39053	Mouse
O08539	Q69ZW3	Mouse
P39053	Q69ZW3	Mouse
O00499	P61006	Human
O00499	Q8NDI1	Human
P61006	Q8NDI1	Human
P39748	Q14191	Human
P14921	P54821	Human
P07900	P14618	Human
P07900	P49841	Human
P14618	P49841	Human
O94992	P12956	Human
O94992	P13010	Human
O94992	P23246	Human
O94992	P43243	Human
O94992	P78527	Human
O94992	Q15233	Human
O94992	Q8WXF1	Human
O94992	Q96PK6	Human
P12956	P13010	Human
P12956	P23246	Human
P12956	P43243	Human
P12956	P78527	Human
P12956	Q15233	Human
P12956	Q8WXF1	Human
P12956	Q96PK6	Human
P13010	P23246	Human
P13010	P43243	Human
P13010	P78527	Human
P13010	Q15233	Human
P13010	Q8WXF1	Human
P13010	Q96PK6	Human
P23246	P43243	Human
P23246	P78527	Human
P23246	Q15233	Human
P23246	Q8WXF1	Human
P23246	Q96PK6	Human
P43243	P78527	Human
P43243	Q15233	Human
P43243	Q8WXF1	Human
P43243	Q96PK6	Human
P78527	Q15233	Human
P78527	Q8WXF1	Human
P78527	Q96PK6	Human
Q15233	Q8WXF1	Human
Q15233	Q96PK6	Human
Q8WXF1	Q96PK6	Human
Q8TDB6	Q96J02	Human
O14964	Q92783	Human
O14964	Q99732	Human
Q92783	Q99732	Human
O75581	P18827	Human
O75581	Q9BY76	Human
P18827	Q9BY76	Human
O75581	P34741	Human
O75581	Q9BY76	Human
P34741	Q9BY76	Human
O75581	P31431	Human
O75581	Q9BY76	Human
P31431	Q9BY76	Human
P49770	Q13144	Human
P49770	Q9NR50	Human
P49770	Q9UI10	Human
Q13144	Q9NR50	Human
Q13144	Q9UI10	Human
Q9NR50	Q9UI10	Human
P49770	Q13144	Human
P49770	Q14232	Human
P49770	Q9NR50	Human
P49770	Q9UI10	Human
Q13144	Q14232	Human
Q13144	Q9NR50	Human
Q13144	Q9UI10	Human
Q14232	Q9NR50	Human
Q14232	Q9UI10	Human
Q9NR50	Q9UI10	Human
P17433	Q64287	Mouse
P17535	Q03518	Human
P07992	P23025	Human
P07992	P27694	Human
P23025	P27694	Human
P55884	Q92546	Human
P06454	P25786	Human
P06454	P39687	Human
P06454	P60709	Human
P06454	Q00325	Human
P06454	Q07021	Human
P25786	P39687	Human
P25786	P60709	Human
P25786	Q00325	Human
P25786	Q07021	Human
P39687	P60709	Human
P39687	Q00325	Human
P39687	Q07021	Human
P60709	Q00325	Human
P60709	Q07021	Human
Q00325	Q07021	Human
P05141	P06454	Human
P05141	P25788	Human
P05141	P39687	Human
P05141	Q92688	Human
P06454	P25788	Human
P06454	P39687	Human
P06454	Q92688	Human
P25788	P39687	Human
P25788	Q92688	Human
P39687	Q92688	Human
P41743	Q8TEW8	Human
P41743	Q9NPB6	Human
Q8TEW8	Q9NPB6	Human
O75530	Q14526	Human
O75530	Q15022	Human
O75530	Q15910	Human
O75530	Q5T6S3	Human
Q14526	Q15022	Human
Q14526	Q15910	Human
Q14526	Q5T6S3	Human
Q15022	Q15910	Human
Q15022	Q5T6S3	Human
Q15910	Q5T6S3	Human
Q69ZK9	Q811P8	Mouse
Q69ZK9	Q8BUV3	Mouse
Q811P8	Q8BUV3	Mouse
P00813	P27487	Human
P05305	P25101	Human
P22301	Q13651	Human
O00327	O15516	Human
O00327	Q16526	Human
O15516	Q16526	Human
P03372	P35222	Human
A0FGR8	Q9BSJ8	Human
A0FGR9	Q9BSJ8	Human
O88809	P17427	Mouse
O88809	P22892	Mouse
P17427	P22892	Mouse
P19838	P40763	Human
P40763	Q04206	Human
P17844	P35222	Human
P17844	P51858	Human
P35222	P51858	Human
P30273	Q9ULY5	Human
Q01362	Q9ULY5	Human
E2RNP2	J9NX43	Dog
E2RNP2	J9P3Q8	Dog
J9NX43	J9P3Q8	Dog
E2R4X3	E2RQ08	Dog
E2R4X3	F1PCT7	Dog
E2R4X3	Q05052	Dog
E2RQ08	F1PCT7	Dog
E2RQ08	Q05052	Dog
F1PCT7	Q05052	Dog
J9NS46	O97758	Dog
P49773	Q92993	Human
P49427	P49773	Human
P49427	P62877	Human
P49773	P62877	Human
P08047	P49773	Human
E1BB77	E1BQ34	Bovine
E1BB77	F1MXH6	Bovine
E1BQ34	F1MXH6	Bovine
Q01196	Q09472	Human
Q01196	Q9H2X6	Human
Q09472	Q9H2X6	Human
E2RD72	F1Q2Q9	Mammalia
E2RD72	J9NZG0	Mammalia
E2RD72	Q9BY67	Mammalia
F1Q2Q9	J9NZG0	Mammalia
F1Q2Q9	Q9BY67	Mammalia
J9NZG0	Q9BY67	Mammalia
A0A0G2K2P5	D4A4X4	Rat
A0A0G2K2P5	F1LRS8	Rat
A0A0G2K2P5	Q6P6T5	Rat
A0A0G2K2P5	Q6X936	Rat
A0A0G2K2P5	Q8K4G9	Rat
A0A0G2K2P5	Q9JHY1	Rat
A0A0G2K2P5	Q9R044	Rat
D4A4X4	F1LRS8	Rat
D4A4X4	Q6P6T5	Rat
D4A4X4	Q6X936	Rat
D4A4X4	Q8K4G9	Rat
D4A4X4	Q9JHY1	Rat
D4A4X4	Q9R044	Rat
F1LRS8	Q6P6T5	Rat
F1LRS8	Q6X936	Rat
F1LRS8	Q8K4G9	Rat
F1LRS8	Q9JHY1	Rat
F1LRS8	Q9R044	Rat
Q6P6T5	Q6X936	Rat
Q6P6T5	Q8K4G9	Rat
Q6P6T5	Q9JHY1	Rat
Q6P6T5	Q9R044	Rat
Q6X936	Q8K4G9	Rat
Q6X936	Q9JHY1	Rat
Q6X936	Q9R044	Rat
Q8K4G9	Q9JHY1	Rat
Q8K4G9	Q9R044	Rat
Q9JHY1	Q9R044	Rat
P61586	P63000	Human
P61586	Q9ULK5	Human
P63000	Q9ULK5	Human
D4ACP1	Q6AXZ5	Rat
P51153	Q8N3F8	Human
P26651	Q14103	Human
Q07352	Q14103	Human
Q14103	Q5ISE2	Mammalia
P47974	Q14103	Human
Q9UBT7	Q9Y4J8	Human
A0A1U7Q6H2	A0A1U7QSQ4	Hamster
P97924	Q6RUV5	Rat
P97924	Q810H6	Rat
Q6RUV5	Q810H6	Rat
Q8N2Q7	Q9ULB1	Human
Q9NRI5	Q9UPV9	Human
Q8IXI2	Q9NRI5	Human
P43033	P68401	Bovine
P43033	Q29460	Bovine
P68401	Q29460	Bovine
A1A4J1	E1BCW3	Bovine
A1A4J1	Q0IIG5	Bovine
E1BCW3	Q0IIG5	Bovine
P42285	Q6NZY4	Human
P42285	Q9Y580	Human
Q6NZY4	Q9Y580	Human
P39429	Q3UHC7	Mouse
P39429	Q9EQY0	Mouse
Q3UHC7	Q9EQY0	Mouse
P04626	Q99988	Human
P09874	P49916	Human
P97260	Q60416	Hamster
O15294	P51610	Human
O15294	Q8IXJ9	Human
P51610	Q8IXJ9	Human
P97260	Q60429	Hamster
P40933	Q08431	Human
Q14258	Q9UN86	Human
P49281	Q96PU5	Human
P49281	Q9BT67	Human
Q96PU5	Q9BT67	Human
P02786	P02787	Human
Q6ZQ88	Q9R0B9	Mouse
P10398	P27986	Human
P15314	P23611	Mouse
Q15475	Q99502	Human
Q99502	Q9NPC8	Human
F1MAD2	O88951	Mammalia
F1MAD2	Q8N3R9	Mammalia
O88951	Q8N3R9	Mammalia
O75449	Q9BVA0	Human
O75449	Q9BW62	Human
O75449	Q9H079	Human
Q9BVA0	Q9BW62	Human
Q9BVA0	Q9H079	Human
Q9BW62	Q9H079	Human
O15054	P61964	Human
O15054	Q15291	Human
O15054	Q9UBL3	Human
P61964	Q15291	Human
P61964	Q9UBL3	Human
Q15291	Q9UBL3	Human
P62877	Q13618	Human
P62877	Q14145	Human
Q13618	Q14145	Human
Q9CWE6	Q9CWU5	Mouse
Q9CWE6	Q9R1M5	Mouse
Q9CWE6	Q9WVB3	Mouse
Q9CWU5	Q9R1M5	Mouse
Q9CWU5	Q9WVB3	Mouse
Q9R1M5	Q9WVB3	Mouse
Q13618	Q693B1	Human
Q13618	Q8NC69	Human
O14497	O14744	Human
O14497	O96019	Human
O14497	P51531	Human
O14497	P51532	Human
O14497	Q8TAQ2	Human
O14497	Q8WUB8	Human
O14497	Q92922	Human
O14497	Q969G3	Human
O14497	Q96GM5	Human
O14497	Q9NPI1	Human
O14744	O96019	Human
O14744	P51531	Human
O14744	P51532	Human
O14744	Q8TAQ2	Human
O14744	Q8WUB8	Human
O14744	Q92922	Human
O14744	Q969G3	Human
O14744	Q96GM5	Human
O14744	Q9NPI1	Human
O96019	P51531	Human
O96019	P51532	Human
O96019	Q8TAQ2	Human
O96019	Q8WUB8	Human
O96019	Q92922	Human
O96019	Q969G3	Human
O96019	Q96GM5	Human
O96019	Q9NPI1	Human
P51531	P51532	Human
P51531	Q8TAQ2	Human
P51531	Q8WUB8	Human
P51531	Q92922	Human
P51531	Q969G3	Human
P51531	Q96GM5	Human
P51531	Q9NPI1	Human
P51532	Q8TAQ2	Human
P51532	Q8WUB8	Human
P51532	Q92922	Human
P51532	Q969G3	Human
P51532	Q96GM5	Human
P51532	Q9NPI1	Human
Q8TAQ2	Q8WUB8	Human
Q8TAQ2	Q92922	Human
Q8TAQ2	Q969G3	Human
Q8TAQ2	Q96GM5	Human
Q8TAQ2	Q9NPI1	Human
Q8WUB8	Q92922	Human
Q8WUB8	Q969G3	Human
Q8WUB8	Q96GM5	Human
Q8WUB8	Q9NPI1	Human
Q92922	Q969G3	Human
Q92922	Q96GM5	Human
Q92922	Q9NPI1	Human
Q969G3	Q96GM5	Human
Q969G3	Q9NPI1	Human
Q96GM5	Q9NPI1	Human
P51531	P51532	Human
P51531	Q15022	Human
P51531	Q9NPI1	Human
P51531	Q9NVM4	Human
P51532	Q15022	Human
P51532	Q9NPI1	Human
P51532	Q9NVM4	Human
Q15022	Q9NPI1	Human
Q15022	Q9NVM4	Human
Q9NPI1	Q9NVM4	Human
Q96GM5	Q9BQA1	Human
Q96GM5	Q9NPI1	Human
Q9BQA1	Q9NPI1	Human
Q15022	Q15910	Human
Q15022	Q9NPI1	Human
Q15910	Q9NPI1	Human
O14744	P51531	Human
O14744	P51532	Human
O14744	Q8WUB8	Human
O14744	Q969G3	Human
O14744	Q9NPI1	Human
O14744	Q9NWQ8	Human
P51531	P51532	Human
P51531	Q8WUB8	Human
P51531	Q969G3	Human
P51531	Q9NPI1	Human
P51531	Q9NWQ8	Human
P51532	Q8WUB8	Human
P51532	Q969G3	Human
P51532	Q9NPI1	Human
P51532	Q9NWQ8	Human
Q8WUB8	Q969G3	Human
Q8WUB8	Q9NPI1	Human
Q8WUB8	Q9NWQ8	Human
Q969G3	Q9NPI1	Human
Q969G3	Q9NWQ8	Human
Q9NPI1	Q9NWQ8	Human
A6NED2	Q8N371	Human
A6NGQ2	P59047	Human
A6NGQ2	Q587J8	Human
A6NGQ2	Q9H808	Human
P59047	Q587J8	Human
P59047	Q9H808	Human
Q587J8	Q9H808	Human
P06241	P19174	Human
P06241	Q07666	Human
P19174	Q07666	Human
D3ZEI6	P0CB49	Rat
D3ZEI6	P62138	Rat
D3ZEI6	Q4V898	Rat
D3ZEI6	Q7TP98	Rat
D3ZEI6	Q91V33	Rat
D3ZEI6	Q9JIL3	Rat
P0CB49	P62138	Rat
P0CB49	Q4V898	Rat
P0CB49	Q7TP98	Rat
P0CB49	Q91V33	Rat
P0CB49	Q9JIL3	Rat
P62138	Q4V898	Rat
P62138	Q7TP98	Rat
P62138	Q91V33	Rat
P62138	Q9JIL3	Rat
Q4V898	Q7TP98	Rat
Q4V898	Q91V33	Rat
Q4V898	Q9JIL3	Rat
Q7TP98	Q91V33	Rat
Q7TP98	Q9JIL3	Rat
Q91V33	Q9JIL3	Rat
P26599	P31943	Human
P26599	Q92945	Human
P26599	Q9UKA9	Human
P31943	Q92945	Human
P31943	Q9UKA9	Human
Q92945	Q9UKA9	Human
P35232	P54198	Human
P35232	Q9NPG3	Human
P35232	Q9Y6J0	Human
P54198	Q9NPG3	Human
P54198	Q9Y6J0	Human
Q9NPG3	Q9Y6J0	Human
O15294	P54198	Human
O15294	Q9NPG3	Human
O15294	Q9Y6J0	Human
P54198	Q9NPG3	Human
P54198	Q9Y6J0	Human
Q9NPG3	Q9Y6J0	Human
Q8IXQ6	Q8TDB6	Human
P42224	Q8IXQ6	Human
P42224	Q8TDB6	Human
Q8IXQ6	Q8TDB6	Human
Q13950	Q5T1R4	Human
Q13950	Q9H0M0	Human
Q5T1R4	Q9H0M0	Human
O60264	Q96T23	Human
P07199	P33778	Human
P07199	P49450	Human
P07199	P62805	Human
P07199	Q03188	Human
P07199	Q08945	Human
P07199	Q8N0S6	Human
P07199	Q8NCD3	Human
P07199	Q92674	Human
P07199	Q96BT3	Human
P07199	Q96H22	Human
P07199	Q96QV6	Human
P07199	Q96T23	Human
P07199	Q9H3R5	Human
P07199	Q9Y5B9	Human
P33778	P49450	Human
P33778	P62805	Human
P33778	Q03188	Human
P33778	Q08945	Human
P33778	Q8N0S6	Human
P33778	Q8NCD3	Human
P33778	Q92674	Human
P33778	Q96BT3	Human
P33778	Q96H22	Human
P33778	Q96QV6	Human
P33778	Q96T23	Human
P33778	Q9H3R5	Human
P33778	Q9Y5B9	Human
P49450	P62805	Human
P49450	Q03188	Human
P49450	Q08945	Human
P49450	Q8N0S6	Human
P49450	Q8NCD3	Human
P49450	Q92674	Human
P49450	Q96BT3	Human
P49450	Q96H22	Human
P49450	Q96QV6	Human
P49450	Q96T23	Human
P49450	Q9H3R5	Human
P49450	Q9Y5B9	Human
P62805	Q03188	Human
P62805	Q08945	Human
P62805	Q8N0S6	Human
P62805	Q8NCD3	Human
P62805	Q92674	Human
P62805	Q96BT3	Human
P62805	Q96H22	Human
P62805	Q96QV6	Human
P62805	Q96T23	Human
P62805	Q9H3R5	Human
P62805	Q9Y5B9	Human
Q03188	Q08945	Human
Q03188	Q8N0S6	Human
Q03188	Q8NCD3	Human
Q03188	Q92674	Human
Q03188	Q96BT3	Human
Q03188	Q96H22	Human
Q03188	Q96QV6	Human
Q03188	Q96T23	Human
Q03188	Q9H3R5	Human
Q03188	Q9Y5B9	Human
Q08945	Q8N0S6	Human
Q08945	Q8NCD3	Human
Q08945	Q92674	Human
Q08945	Q96BT3	Human
Q08945	Q96H22	Human
Q08945	Q96QV6	Human
Q08945	Q96T23	Human
Q08945	Q9H3R5	Human
Q08945	Q9Y5B9	Human
Q8N0S6	Q8NCD3	Human
Q8N0S6	Q92674	Human
Q8N0S6	Q96BT3	Human
Q8N0S6	Q96H22	Human
Q8N0S6	Q96QV6	Human
Q8N0S6	Q96T23	Human
Q8N0S6	Q9H3R5	Human
Q8N0S6	Q9Y5B9	Human
Q8NCD3	Q92674	Human
Q8NCD3	Q96BT3	Human
Q8NCD3	Q96H22	Human
Q8NCD3	Q96QV6	Human
Q8NCD3	Q96T23	Human
Q8NCD3	Q9H3R5	Human
Q8NCD3	Q9Y5B9	Human
Q92674	Q96BT3	Human
Q92674	Q96H22	Human
Q92674	Q96QV6	Human
Q92674	Q96T23	Human
Q92674	Q9H3R5	Human
Q92674	Q9Y5B9	Human
Q96BT3	Q96H22	Human
Q96BT3	Q96QV6	Human
Q96BT3	Q96T23	Human
Q96BT3	Q9H3R5	Human
Q96BT3	Q9Y5B9	Human
Q96H22	Q96QV6	Human
Q96H22	Q96T23	Human
Q96H22	Q9H3R5	Human
Q96H22	Q9Y5B9	Human
Q96QV6	Q96T23	Human
Q96QV6	Q9H3R5	Human
Q96QV6	Q9Y5B9	Human
Q96T23	Q9H3R5	Human
Q96T23	Q9Y5B9	Human
